gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
TRIM38	-0.366044236026239	2.24637270831301	-0.568648108859198	-0.128655736047954	-0.300825926697611	-0.452820923940104	-0.429377776741902	PMNs	1
IFIT3	-0.43960443250953	2.24842475767134	-0.450270715924484	-0.0852315520366727	-0.448640322466436	-0.411598968433904	-0.413078766300312	PMNs	1
SEC24D	-0.436742207413586	2.24230836166433	-0.256221814076355	-0.0969731801775201	-0.528911823661127	-0.453991785704072	-0.469467550631672	PMNs	1
TRIM5	-0.502955457693459	2.24879680706927	-0.331866683288629	-0.124333344392929	-0.372452852906411	-0.50867407469758	-0.408514394090261	PMNs	1
MIA3	-0.376259203261029	2.25161110196442	-0.522381029864611	-0.131921481986256	-0.378544932880811	-0.430950062034732	-0.411554391936977	PMNs	1
STX17	-0.391083153990066	2.24417128080012	-0.592086085787603	-0.172279455791337	-0.302222286571536	-0.515465972425156	-0.271034326234421	PMNs	1
TRANK1	-0.191140082650252	2.23268410305383	-0.434423472999849	-0.0733005407118977	-0.525126890627616	-0.503543702080795	-0.505149413983423	PMNs	1
IFI35	-0.437865150314906	2.23989852798781	-0.456520337605569	-0.0247586704547311	-0.456243052619542	-0.443597007169211	-0.420914309823849	PMNs	1
LAMP3	-0.482402279839549	2.25133460734188	-0.452428586019705	-0.121286580333267	-0.441682852316266	-0.362843310673672	-0.390690998159419	PMNs	1
SP110	-0.450763456057376	2.23754510071638	-0.497453112107239	-0.0319674650585933	-0.329689825190906	-0.426819654027738	-0.500851588274528	PMNs	1
